,Code,Name,ABC,Trans Type,ET Begin Time,ET Complete Time,Peak Time,Trop Peak Time,Genesis Time,Peak SLP,Peak Lon,Peak Lat,Trop Peak SLP,Trop Peak Lon,Trop Peak Lat,ET Begin SLP,ET Begin Lon,ET Begin Lat,ET Complete SLP,ET Complete Lon,ET Complete Lat,Genesis SLP,Genesis Lon,Genesis Lat
15,TC202009,Kinen,A,1,2020-09-28 00:00:00,2020-09-28 18:00:00,2020-09-24 00:00:00,2020-09-24 00:00:00,2020-09-18 00:00:00,924.21,-77.74,26.92,924.21,-77.74,26.92,961.75,-65.08,41.88,974.92,-57.37,44.79,1005.14,-44.17,11.96
16,TC202010,Lydia,A,1,2020-10-14 18:00:00,2020-10-15 06:00:00,2020-10-13 06:00:00,2020-10-13 06:00:00,2020-10-03 12:00:00,948.1,-48.11,32.42,948.1,-48.11,32.42,983.57,-43.09,43.22,995.22,-35.84,48.52,1008.35,-15.6,10.39
17,TC202204,Luke,A,3,2022-12-05 06:00:00,2022-12-05 06:00:00,2022-12-03 18:00:00,2022-12-03 18:00:00,2022-12-01 12:00:00,966.88,-30.11,43.61,966.88,-30.11,43.61,974.87,-17.15,46.23,974.87,-17.15,46.23,1001.75,-34.56,29.76
18,TC202308,Bonnie,A,1,2023-09-04 12:00:00,2023-09-06 00:00:00,2023-09-04 06:00:00,2023-09-04 06:00:00,2023-08-25 06:00:00,948.26,-67.14,36.3,948.26,-67.14,36.3,956.99,-64.75,36.93,989.02,-42.66,44.29,1009.14,-47.57,17.32
19,TC203001,Daniel,A,1,2030-09-13 00:00:00,2030-09-16 00:00:00,2030-09-11 18:00:00,2030-09-11 18:00:00,2030-09-04 06:00:00,935.37,-82.34,25.24,935.37,-82.34,25.24,941.1,-79.18,28.69,986.45,-52.17,49.76,1009.78,-24.86,7.99
20,TC203301,Gwyneth,B,1,2033-09-07 00:00:00,2033-09-09 06:00:00,2033-09-05 06:00:00,2033-09-05 06:00:00,2033-08-29 18:00:00,928.05,-57.21,25.05,928.05,-57.21,25.05,951.72,-53.58,33.29,976.59,-44.23,46.73,1006.14,-27.63,11.77
21,TC203404,Oxlip,B,1,2034-11-23 18:00:00,2034-11-24 00:00:00,2034-11-20 18:00:00,2034-11-20 18:00:00,2034-11-17 12:00:00,954.08,-64.84,32.41,954.08,-64.84,32.41,976.65,-48.14,43.03,977.51,-42.91,45.19,989.92,-67.17,26.61
22,TC203506,Derrick,B,1,2035-10-23 12:00:00,2035-10-25 12:00:00,2035-10-23 18:00:00,2035-10-23 06:00:00,2035-10-18 12:00:00,955.14,-44.23,37.95,957.59,-46.22,36.09,956.61,-44.96,36.94,998.19,-28.73,42.82,1003.97,-55.19,31.13
23,TC203601,Ivanka,B,1,2036-07-06 00:00:00,2036-07-06 18:00:00,2036-07-05 18:00:00,2036-07-05 18:00:00,2036-06-27 18:00:00,974.97,-69.23,39.06,974.97,-69.23,39.06,975.58,-66.44,40.55,982.74,-58.64,44.92,1010.52,-76.0,35.11
24,TC203603,Kyan,B,1,2036-08-19 12:00:00,2036-08-23 00:00:00,2036-08-19 06:00:00,2036-08-19 06:00:00,2036-08-14 00:00:00,933.93,-50.67,33.88,933.93,-50.67,33.88,935.91,-50.6,34.95,972.35,-30.48,50.33,1004.51,-25.86,16.27
25,TC203613,Cole,B,1,2036-11-21 06:00:00,2036-11-22 00:00:00,2036-11-21 18:00:00,2036-11-21 00:00:00,2036-11-18 06:00:00,965.93,-52.43,38.95,981.32,-59.84,32.12,979.37,-58.0,33.87,973.01,-48.93,42.57,1000.21,-62.49,24.0
26,TC204305,Brandon,B,1,2043-06-22 06:00:00,2043-06-23 06:00:00,2043-06-18 12:00:00,2043-06-18 12:00:00,2043-06-13 18:00:00,989.9,-80.84,26.71,989.9,-80.84,26.71,997.62,-67.78,42.34,999.13,-59.9,45.04,1012.29,-87.38,17.44
27,TC204702,Esther,B,1,2047-08-29 18:00:00,2047-09-01 12:00:00,2047-08-27 18:00:00,2047-08-27 18:00:00,2047-08-16 18:00:00,909.95,-74.71,28.14,909.95,-74.71,28.14,925.62,-73.31,34.47,999.27,-69.75,47.75,1007.74,-19.12,9.99
28,TC205002,Naomi,B,1,2050-09-12 18:00:00,2050-09-15 12:00:00,2050-09-13 12:00:00,2050-09-12 00:00:00,2050-09-03 12:00:00,945.43,-43.63,38.69,948.71,-56.13,34.1,952.02,-52.21,36.34,1002.48,-14.53,39.93,1005.94,-16.78,12.92
29,TC205115,Alberto,B,1,2051-11-03 06:00:00,2051-11-08 06:00:00,2051-11-03 18:00:00,2051-11-03 00:00:00,2051-10-24 12:00:00,928.42,-72.45,28.74,948.75,-77.42,27.42,942.88,-75.71,28.13,968.88,-32.14,45.07,1009.12,-77.59,10.91
30,TC205605,Doris,B,1,2056-08-24 12:00:00,2056-08-24 18:00:00,2056-08-19 00:00:00,2056-08-19 00:00:00,2056-08-05 06:00:00,922.71,-80.75,31.37,922.71,-80.75,31.37,999.13,-72.69,42.02,997.93,-69.59,44.16,1011.19,-20.6,12.45
31,TC205906,Giovanni,B,1,2059-09-12 12:00:00,2059-09-14 06:00:00,2059-09-08 06:00:00,2059-09-08 06:00:00,2059-08-30 00:00:00,960.17,-51.65,23.48,960.17,-51.65,23.48,975.38,-48.52,36.53,1002.57,-30.25,54.5,1007.28,-25.52,10.36
32,TC206211,Brandon,C,1,2062-11-18 06:00:00,2062-11-22 00:00:00,2062-11-15 18:00:00,2062-11-15 18:00:00,2062-11-12 18:00:00,963.91,-79.08,12.5,963.91,-79.08,12.5,984.38,-74.46,14.24,1006.54,-65.75,21.75,1008.12,-80.18,10.98
33,TC206402,Luke,C,1,2064-10-01 18:00:00,2064-10-04 06:00:00,2064-10-02 00:00:00,2064-10-01 06:00:00,2064-09-27 06:00:00,955.26,-46.28,39.67,963.93,-48.64,36.27,962.01,-47.17,38.94,994.48,-14.41,47.59,1003.47,-49.27,34.42
34,TC206607,Hubert,C,1,2066-09-15 12:00:00,2066-09-17 12:00:00,2066-09-12 12:00:00,2066-09-12 12:00:00,2066-09-01 18:00:00,928.01,-65.08,29.6,928.01,-65.08,29.6,938.36,-56.21,39.75,978.32,-34.16,49.64,1008.25,-25.6,11.86
35,TC206706,Bryan,C,1,2067-08-30 06:00:00,2067-09-01 18:00:00,2067-08-26 12:00:00,2067-08-26 12:00:00,2067-08-18 00:00:00,907.48,-74.72,22.63,907.48,-74.72,22.63,983.43,-78.4,31.9,1003.28,-75.88,35.63,1009.3,-29.44,11.0
36,TC206707,Cissy,C,1,2067-09-03 06:00:00,2067-09-03 18:00:00,2067-09-02 00:00:00,2067-09-02 00:00:00,2067-08-22 06:00:00,950.33,-51.71,41.43,950.33,-51.71,41.43,980.19,-44.66,48.55,987.66,-39.84,52.9,1008.36,-29.94,12.56
37,TC207002,Erling,C,1,2070-05-31 06:00:00,2070-06-01 06:00:00,2070-05-31 06:00:00,2070-05-31 00:00:00,2070-05-26 18:00:00,976.92,-48.57,39.5,979.35,-49.22,37.67,976.92,-48.57,39.5,990.56,-45.73,46.79,1004.6,-71.25,23.16
38,TC207003,Greta,C,2,2070-06-10 00:00:00,2070-06-11 00:00:00,2070-06-07 00:00:00,2070-06-07 00:00:00,2070-06-02 12:00:00,988.12,-81.12,31.79,988.12,-81.12,31.79,1003.8,-67.7,46.28,1002.81,-62.27,49.26,1004.44,-76.81,29.49
39,TC207512,Torie,C,2,2075-11-24 18:00:00,2075-11-25 00:00:00,2075-11-22 12:00:00,2075-11-22 12:00:00,2075-11-20 06:00:00,971.56,-37.34,36.85,971.56,-37.34,36.85,994.32,-31.04,49.12,1000.08,-27.68,50.73,995.63,-34.88,28.92
40,TC208105,Kinen,C,1,2081-09-27 06:00:00,2081-09-29 12:00:00,2081-09-28 12:00:00,2081-09-26 12:00:00,2081-09-21 00:00:00,988.31,-39.44,39.09,989.27,-59.08,31.01,994.39,-54.38,33.41,1007.67,-27.75,43.25,1000.22,-51.54,18.27
41,TC208209,Jacob,C,1,2082-08-29 00:00:00,2082-09-01 00:00:00,2082-08-28 00:00:00,2082-08-28 00:00:00,2082-08-22 18:00:00,908.31,-76.32,28.89,908.31,-76.32,28.89,912.98,-73.21,32.23,978.65,-51.49,47.13,1006.9,-51.19,13.86
42,TC208303,Samson,C,1,2083-09-23 00:00:00,2083-09-23 12:00:00,2083-09-19 18:00:00,2083-09-19 18:00:00,2083-09-17 18:00:00,938.39,-63.38,33.2,938.39,-63.38,33.2,971.84,-44.62,46.84,985.97,-35.07,51.23,1000.96,-61.99,24.03
43,TC208503,Lily,C,1,2085-08-18 06:00:00,2085-08-19 06:00:00,2085-08-17 00:00:00,2085-08-17 00:00:00,2085-08-08 00:00:00,931.17,-66.8,38.8,931.17,-66.8,38.8,975.75,-62.92,46.64,990.69,-59.29,50.35,1009.8,-38.44,13.71
44,TC208507,Shannon,C,1,2085-09-30 18:00:00,2085-10-01 18:00:00,2085-09-29 06:00:00,2085-09-29 06:00:00,2085-09-19 00:00:00,931.18,-50.51,29.82,931.18,-50.51,29.82,963.87,-43.65,39.25,991.71,-30.51,46.28,1006.32,-21.58,12.23
45,TC208705,Mandy,C,1,2087-09-23 12:00:00,2087-09-24 18:00:00,2087-09-20 18:00:00,2087-09-20 18:00:00,2087-09-15 06:00:00,928.18,-70.49,24.8,928.18,-70.49,24.8,948.48,-73.9,38.16,981.42,-63.0,44.61,1007.85,-55.41,16.82
46,TC208708,Samuel,C,1,2087-10-03 00:00:00,2087-10-05 18:00:00,2087-09-29 00:00:00,2087-09-29 00:00:00,2087-09-22 06:00:00,931.19,-52.84,30.49,931.19,-52.84,30.49,959.25,-55.33,36.37,961.06,-30.26,50.54,1006.07,-30.13,12.48
47,TC209105,Alberto,C,1,2091-09-06 00:00:00,2091-09-06 12:00:00,2091-09-02 06:00:00,2091-09-02 06:00:00,2091-08-20 18:00:00,943.51,-48.25,37.79,943.51,-48.25,37.79,996.84,-27.22,48.98,1005.89,-24.44,51.36,1005.46,-12.02,9.12
