,Code,Name,ABC,Trans Type,ET Begin Time,ET Complete Time,Peak Time,Trop Peak Time,Genesis Time,Peak SLP,Peak Lon,Peak Lat,Trop Peak SLP,Trop Peak Lon,Trop Peak Lat,ET Begin SLP,ET Begin Lon,ET Begin Lat,ET Complete SLP,ET Complete Lon,ET Complete Lat,Genesis SLP,Genesis Lon,Genesis Lat
23,TC190611,Nathan,A,3,1906-10-19 06:00:00,1906-10-19 06:00:00,1906-10-14 12:00:00,1906-10-14 12:00:00,1906-10-10 00:00:00,930.56,-71.98,28.13,930.56,-71.98,28.13,995.34,-72.7,38.9,995.34,-72.7,38.9,1008.48,-69.67,23.28
24,TC190701,Tatiana,A,3,1907-01-11 00:00:00,1907-01-11 00:00:00,1907-01-09 06:00:00,1907-01-09 06:00:00,1907-01-07 12:00:00,977.15,-37.9,37.45,977.15,-37.9,37.45,997.1,-34.5,31.25,997.1,-34.5,31.25,980.55,-49.22,37.67
25,TC190702,William,A,2,1907-01-16 12:00:00,1907-01-16 18:00:00,1907-01-14 18:00:00,1907-01-14 18:00:00,1907-01-13 18:00:00,993.12,-25.65,36.16,993.12,-25.65,36.16,996.71,-40.93,33.55,997.21,-40.5,31.75,996.13,-23.09,30.58
26,TC190707,Erling,A,3,1907-03-20 06:00:00,1907-03-20 06:00:00,1907-03-14 18:00:00,1907-03-14 18:00:00,1907-03-14 18:00:00,985.73,-62.16,34.95,985.73,-62.16,34.95,1008.31,-19.75,34.5,1008.31,-19.75,34.5,985.73,-62.16,34.95
27,TC190711,Kevin,A,3,1907-09-20 00:00:00,1907-09-20 00:00:00,1907-09-17 06:00:00,1907-09-17 06:00:00,1907-09-11 18:00:00,910.62,-92.7,26.63,910.62,-92.7,26.63,999.15,-92.93,35.25,999.15,-92.93,35.25,1009.95,-85.62,25.62
28,TC190803,Wendy,A,3,1908-09-15 06:00:00,1908-09-15 06:00:00,1908-09-12 00:00:00,1908-09-12 00:00:00,1908-09-05 12:00:00,973.58,-90.92,28.75,973.58,-90.92,28.75,995.5,-80.6,41.87,995.5,-80.6,41.87,1012.06,-85.23,23.62
29,TC190804,Alissa,A,1,1908-10-05 18:00:00,1908-10-07 06:00:00,1908-10-04 18:00:00,1908-10-04 18:00:00,1908-09-23 00:00:00,970.06,-60.48,30.54,970.06,-60.48,30.54,987.69,-55.22,34.26,991.82,-35.25,46.75,1004.12,-18.48,11.51
30,TC190907,Kelly,A,3,1909-12-07 12:00:00,1909-12-07 12:00:00,1909-12-08 06:00:00,1909-12-05 18:00:00,1909-12-05 06:00:00,990.26,-30.83,49.33,998.42,-40.79,29.28,998.34,-39.21,40.64,998.34,-39.21,40.64,1001.17,-37.37,29.31
31,TC191003,Rosalina,A,2,1910-04-08 00:00:00,1910-04-08 06:00:00,1910-04-09 18:00:00,1910-04-06 06:00:00,1910-04-05 06:00:00,971.43,-15.38,38.88,985.09,-40.9,40.76,990.0,-36.27,34.5,989.24,-34.23,33.56,992.38,-45.11,42.11
32,TC191005,Tracy,A,1,1910-08-15 06:00:00,1910-08-17 00:00:00,1910-08-07 18:00:00,1910-08-07 18:00:00,1910-07-31 00:00:00,920.17,-79.15,25.85,920.17,-79.15,25.85,997.55,-69.82,40.58,1001.96,-62.0,47.75,1006.87,-35.33,12.42
33,TC191012,Gwyneth,A,2,1910-09-25 12:00:00,1910-09-25 18:00:00,1910-09-23 00:00:00,1910-09-23 00:00:00,1910-09-20 18:00:00,990.98,-60.72,27.57,990.98,-60.72,27.57,1008.35,-48.85,46.74,1008.25,-43.25,47.5,1008.19,-51.86,15.58
34,TC191013,Ian,A,1,1910-09-27 12:00:00,1910-09-28 00:00:00,1910-09-27 06:00:00,1910-09-27 06:00:00,1910-09-23 06:00:00,987.43,-80.05,32.9,987.43,-80.05,32.9,993.47,-79.19,34.26,995.21,-75.44,37.16,1000.91,-78.99,19.29
35,TC191016,Lorraine,A,1,1910-10-20 06:00:00,1910-10-20 12:00:00,1910-10-16 06:00:00,1910-10-16 06:00:00,1910-10-11 00:00:00,950.15,-38.38,27.99,950.15,-38.38,27.99,983.08,-31.86,49.71,986.55,-26.53,51.93,1000.93,-33.4,30.84
36,TC191204,Angela,A,2,1912-07-14 06:00:00,1912-07-14 12:00:00,1912-07-14 06:00:00,1912-07-14 00:00:00,1912-07-12 00:00:00,996.07,-61.57,43.97,997.7,-64.33,41.6,996.07,-61.57,43.97,998.45,-58.34,46.49,1004.69,-70.67,35.43
37,TC191206,Corliss,A,1,1912-09-10 06:00:00,1912-09-13 00:00:00,1912-09-13 12:00:00,1912-09-08 12:00:00,1912-09-06 00:00:00,988.73,-36.0,50.75,999.3,-64.69,28.05,1001.99,-62.37,32.84,990.74,-42.25,49.0,1013.22,-62.7,23.25
38,TC191304,Melody,A,1,1913-09-05 18:00:00,1913-09-08 18:00:00,1913-09-01 18:00:00,1913-09-01 18:00:00,1913-08-25 00:00:00,894.09,-66.8,20.87,894.09,-66.8,20.87,932.19,-71.04,31.75,968.71,-51.01,50.86,1008.81,-30.72,12.24
39,TC191307,Savio,A,1,1913-10-25 06:00:00,1913-10-27 12:00:00,1913-10-26 06:00:00,1913-10-25 00:00:00,1913-10-20 12:00:00,962.41,-65.46,37.21,984.31,-69.18,27.43,982.05,-68.27,28.89,975.88,-57.78,45.86,1006.27,-52.83,14.38
40,TC191308,Torie,A,1,1913-11-13 12:00:00,1913-11-13 18:00:00,1913-11-15 12:00:00,1913-11-08 06:00:00,1913-11-07 12:00:00,965.86,-15.5,54.75,995.38,-22.61,35.52,996.32,-33.75,46.5,994.35,-32.0,46.75,997.57,-21.16,36.22
41,TC191309,Yoshi,A,2,1913-11-19 18:00:00,1913-11-20 00:00:00,1913-11-18 00:00:00,1913-11-18 00:00:00,1913-11-12 06:00:00,966.64,-33.4,40.26,966.64,-33.4,40.26,984.46,-18.11,39.45,987.29,-14.25,40.58,998.16,-51.88,40.56
42,TC191402,Cole,A,2,1914-04-22 12:00:00,1914-04-23 06:00:00,1914-04-26 00:00:00,1914-04-19 06:00:00,1914-04-19 00:00:00,983.37,-1.75,55.75,993.74,-38.36,36.92,998.94,-29.79,35.37,998.28,-26.61,35.14,995.13,-38.78,37.76
43,TC191405,Gianna,A,1,1914-08-23 18:00:00,1914-08-24 06:00:00,1914-08-20 12:00:00,1914-08-20 12:00:00,1914-08-12 06:00:00,959.3,-94.54,28.65,959.3,-94.54,28.65,1001.43,-93.03,37.77,998.79,-87.99,40.32,1006.07,-77.05,15.66
44,TC191409,Laurel,A,1,1914-09-09 00:00:00,1914-09-09 12:00:00,1914-09-03 12:00:00,1914-09-03 12:00:00,1914-08-29 12:00:00,987.08,-72.7,30.69,987.08,-72.7,30.69,995.05,-60.42,35.8,988.85,-54.69,33.88,1009.38,-58.69,19.38
45,TC191501,Zoe,A,1,1915-05-18 06:00:00,1915-05-19 00:00:00,1915-05-18 12:00:00,1915-05-16 12:00:00,1915-05-14 00:00:00,997.13,-79.49,32.61,999.67,-86.4,22.99,997.29,-80.61,31.21,1004.6,-77.19,34.72,1005.42,-86.59,17.65
46,TC191509,Jack,A,1,1915-10-14 18:00:00,1915-10-15 00:00:00,1915-10-12 00:00:00,1915-10-12 00:00:00,1915-10-12 06:00:00,985.0,-20.14,41.78,985.0,-20.14,41.78,996.44,-16.8,41.04,997.32,-14.93,41.57,985.09,-21.71,40.19
47,TC191601,Rosita,A,1,1916-01-20 00:00:00,1916-01-20 06:00:00,1916-01-20 18:00:00,1916-01-19 18:00:00,1916-01-17 12:00:00,990.02,-35.75,41.5,997.29,-43.09,33.98,995.21,-42.17,35.48,993.85,-40.79,36.66,1008.62,-42.49,29.47
48,TC191602,Sergio,A,2,1916-02-12 00:00:00,1916-02-12 06:00:00,1916-02-10 06:00:00,1916-02-10 06:00:00,1916-02-04 18:00:00,979.99,-46.94,32.05,979.99,-46.94,32.05,1006.43,-36.16,47.06,1008.4,-30.81,48.66,1007.92,-43.81,27.83
49,TC191606,Beatrice,A,3,1916-08-21 00:00:00,1916-08-21 00:00:00,1916-08-17 12:00:00,1916-08-17 12:00:00,1916-08-09 06:00:00,914.56,-74.24,28.47,914.56,-74.24,28.47,1000.34,-77.13,43.21,1000.34,-77.13,43.21,1005.81,-23.43,13.7
50,TC191608,Dawn,A,1,1916-09-23 12:00:00,1916-09-25 06:00:00,1916-09-22 18:00:00,1916-09-22 18:00:00,1916-09-13 00:00:00,934.21,-44.97,30.15,934.21,-44.97,30.15,962.58,-36.36,31.89,994.21,-16.25,35.0,1006.6,-15.34,11.22
51,TC191801,David,A,2,1918-02-02 12:00:00,1918-02-03 06:00:00,1918-01-30 18:00:00,1918-01-30 18:00:00,1918-01-30 06:00:00,997.34,-56.02,27.34,997.34,-56.02,27.34,1001.62,-51.82,35.3,1000.77,-44.25,41.0,1001.43,-54.77,26.85
52,TC191803,Geoffrey,A,1,1918-08-12 00:00:00,1918-08-13 00:00:00,1918-08-07 18:00:00,1918-08-07 18:00:00,1918-07-31 00:00:00,998.17,-59.77,23.1,998.17,-59.77,23.1,1008.0,-61.88,42.09,1006.79,-52.5,50.0,1008.89,-26.27,9.69
53,TC191806,Katrina,A,1,1918-10-11 06:00:00,1918-10-12 12:00:00,1918-10-07 06:00:00,1918-10-07 06:00:00,1918-09-30 18:00:00,947.16,-31.45,29.39,947.16,-31.45,29.39,994.2,-26.52,40.91,1008.91,-12.75,42.25,1012.63,-40.69,38.97
54,TC191901,Nicholas,A,2,1919-03-04 18:00:00,1919-03-05 00:00:00,1919-03-06 06:00:00,1919-03-02 06:00:00,1919-03-02 00:00:00,993.34,-36.75,52.25,1004.04,-44.47,25.96,1009.54,-53.38,32.31,1007.33,-52.64,34.09,1009.18,-43.06,24.91
55,TC191907,Bonnie,A,2,1919-11-20 12:00:00,1919-11-21 00:00:00,1919-11-17 12:00:00,1919-11-17 12:00:00,1919-11-14 18:00:00,977.22,-75.76,17.44,977.22,-75.76,17.44,1005.59,-67.75,26.5,1006.92,-65.75,27.5,1005.46,-79.53,12.18
56,TC192002,Gloria,A,2,1920-05-16 18:00:00,1920-05-17 12:00:00,1920-05-14 12:00:00,1920-05-14 12:00:00,1920-05-13 18:00:00,982.29,-35.89,39.01,982.29,-35.89,39.01,1001.45,-25.0,47.0,1007.2,-27.75,52.0,983.97,-39.14,41.4
57,TC192004,Josie,A,1,1920-08-17 12:00:00,1920-08-18 18:00:00,1920-08-17 06:00:00,1920-08-17 06:00:00,1920-08-12 18:00:00,950.86,-65.97,34.48,950.86,-65.97,34.48,951.21,-65.89,36.07,987.36,-62.55,45.92,1008.43,-57.93,22.73
58,TC192005,Keith,A,1,1920-09-06 18:00:00,1920-09-10 00:00:00,1920-09-07 06:00:00,1920-09-06 12:00:00,1920-08-23 06:00:00,960.13,-50.67,37.15,962.47,-56.92,35.68,960.99,-54.84,36.34,988.46,-24.57,50.88,1002.72,-26.4,9.42
59,TC192007,Marco,A,1,1920-09-17 12:00:00,1920-09-20 18:00:00,1920-09-12 06:00:00,1920-09-12 06:00:00,1920-09-03 18:00:00,940.87,-52.43,28.16,940.87,-52.43,28.16,969.86,-49.94,40.86,974.02,-14.0,52.0,1008.12,-20.09,13.82
60,TC192009,Quinn,A,1,1920-10-10 00:00:00,1920-10-10 06:00:00,1920-10-08 18:00:00,1920-10-08 18:00:00,1920-10-03 00:00:00,948.26,-57.85,39.06,948.26,-57.85,39.06,978.26,-54.97,47.07,989.46,-53.26,47.84,1009.37,-60.58,21.81
61,TC192010,Shannon,A,1,1920-10-28 06:00:00,1920-10-28 18:00:00,1920-10-25 06:00:00,1920-10-25 06:00:00,1920-10-14 00:00:00,975.57,-79.78,23.25,975.57,-79.78,23.25,1004.02,-81.21,23.79,1006.47,-79.47,24.67,1006.44,-14.56,12.72
62,TC192103,Cissy,A,1,1921-07-18 06:00:00,1921-07-19 06:00:00,1921-07-20 12:00:00,1921-07-18 00:00:00,1921-07-15 12:00:00,993.54,-34.5,51.0,1006.18,-65.89,39.93,1004.65,-65.67,41.84,1007.07,-54.5,46.5,1009.87,-74.24,32.22
63,TC192104,Dominic,A,1,1921-07-28 12:00:00,1921-07-31 12:00:00,1921-07-29 00:00:00,1921-07-28 06:00:00,1921-07-25 18:00:00,984.22,-64.52,39.97,999.03,-70.52,38.06,993.53,-69.03,38.5,995.7,-38.0,45.25,1009.84,-78.45,31.43
64,TC192108,John,A,2,1921-09-16 00:00:00,1921-09-16 12:00:00,1921-09-17 12:00:00,1921-09-14 06:00:00,1921-09-13 06:00:00,999.74,-32.5,56.0,1004.48,-63.09,37.52,1008.48,-56.5,40.93,1006.92,-52.87,44.51,1005.03,-68.5,38.79
65,TC192201,Lomy,A,2,1922-02-08 12:00:00,1922-02-08 18:00:00,1922-02-03 18:00:00,1922-02-03 18:00:00,1922-02-04 00:00:00,990.63,-44.87,34.96,990.63,-44.87,34.96,1006.94,-24.5,42.5,1004.64,-25.75,45.25,995.11,-42.39,36.96
66,TC192203,Nathan,A,1,1922-05-25 18:00:00,1922-05-26 06:00:00,1922-05-27 06:00:00,1922-05-22 00:00:00,1922-05-19 06:00:00,985.43,-57.25,43.75,992.7,-83.4,28.23,1002.11,-74.5,38.47,1000.09,-69.99,39.56,1003.9,-80.28,21.94
67,TC192207,William,A,1,1922-09-03 12:00:00,1922-09-04 00:00:00,1922-09-05 00:00:00,1922-09-03 00:00:00,1922-08-30 18:00:00,990.55,-24.0,48.0,992.44,-57.08,44.07,997.81,-51.89,47.23,997.93,-44.12,48.25,1012.66,-65.31,29.92
68,TC192209,Bella,A,1,1922-09-17 00:00:00,1922-09-19 00:00:00,1922-09-14 18:00:00,1922-09-14 18:00:00,1922-09-04 06:00:00,908.07,-69.17,28.75,908.07,-69.17,28.75,923.77,-66.69,37.05,980.45,-67.8,47.8,1005.38,-26.33,11.77
69,TC192211,Diana,A,1,1922-10-20 12:00:00,1922-10-21 06:00:00,1922-10-20 06:00:00,1922-10-20 06:00:00,1922-10-06 06:00:00,971.04,-80.25,24.75,971.04,-80.25,24.75,984.39,-78.36,26.45,981.92,-73.81,36.57,1008.08,-77.2,8.82
70,TC192214,Hendrik,A,2,1922-11-01 00:00:00,1922-11-01 06:00:00,1922-10-30 18:00:00,1922-10-30 18:00:00,1922-10-28 12:00:00,990.69,-14.45,39.54,990.69,-14.45,39.54,1003.37,-11.5,36.75,1005.0,-9.75,36.25,992.77,-22.17,37.37
71,TC192215,Julie,A,1,1922-11-05 12:00:00,1922-11-08 00:00:00,1922-11-04 12:00:00,1922-11-04 12:00:00,1922-10-29 00:00:00,948.63,-78.39,23.63,948.63,-78.39,23.63,975.0,-76.54,28.47,987.07,-68.46,40.65,1006.59,-75.33,12.8
72,TC192305,Wendy,A,1,1923-08-23 00:00:00,1923-08-23 18:00:00,1923-08-21 06:00:00,1923-08-21 06:00:00,1923-08-08 12:00:00,938.04,-54.74,36.61,938.04,-54.74,36.61,963.02,-53.12,44.42,983.61,-45.87,49.03,1008.79,-28.75,12.29
73,TC192306,Alissa,A,3,1923-09-07 00:00:00,1923-09-07 00:00:00,1923-09-05 00:00:00,1923-09-05 00:00:00,1923-08-19 00:00:00,945.45,-70.88,36.91,945.45,-70.88,36.91,979.33,-64.6,47.44,979.33,-64.6,47.44,1012.62,-25.6,11.86
74,TC192401,Gregory,A,1,1924-03-20 12:00:00,1924-03-21 12:00:00,1924-03-17 06:00:00,1924-03-17 06:00:00,1924-03-16 12:00:00,977.2,-50.18,39.17,977.2,-50.18,39.17,985.82,-19.18,43.72,999.37,-10.5,44.5,988.14,-56.15,38.74
75,TC192402,Hazel,A,1,1924-05-31 06:00:00,1924-05-31 18:00:00,1924-05-29 00:00:00,1924-05-29 00:00:00,1924-05-25 06:00:00,995.78,-90.62,25.37,995.78,-90.62,25.37,1004.65,-86.23,27.5,1003.94,-81.29,29.96,1007.25,-87.96,20.11
76,TC192412,Alberto,A,2,1924-12-19 06:00:00,1924-12-19 12:00:00,1924-12-17 18:00:00,1924-12-17 18:00:00,1924-12-15 06:00:00,987.33,-22.98,35.94,987.33,-22.98,35.94,1002.9,-33.5,33.5,1007.31,-35.25,32.0,987.96,-28.66,42.64
77,TC192507,Jessica,A,3,1925-09-03 06:00:00,1925-09-03 06:00:00,1925-08-28 06:00:00,1925-08-28 06:00:00,1925-08-23 12:00:00,907.14,-69.48,23.4,907.14,-69.48,23.4,1003.29,-81.57,43.26,1003.29,-81.57,43.26,1004.77,-42.24,11.79
78,TC192511,Oxlip,A,1,1925-10-12 18:00:00,1925-10-13 00:00:00,1925-10-11 06:00:00,1925-10-11 06:00:00,1925-10-08 18:00:00,987.89,-80.08,20.76,987.89,-80.08,20.76,998.37,-70.17,32.3,1000.1,-68.88,34.91,1006.92,-83.19,13.05
79,TC192606,Derrick,A,1,1926-08-16 18:00:00,1926-08-19 12:00:00,1926-08-17 18:00:00,1926-08-16 12:00:00,1926-08-14 00:00:00,964.32,-56.86,41.4,974.01,-64.15,37.88,969.5,-62.83,38.53,986.86,-42.99,49.98,1007.95,-76.25,33.01
80,TC192609,Ivanka,A,1,1926-09-19 18:00:00,1926-09-20 00:00:00,1926-09-17 12:00:00,1926-09-17 12:00:00,1926-09-12 00:00:00,986.93,-90.34,23.9,986.93,-90.34,23.9,1004.47,-87.22,30.3,1006.27,-86.57,31.27,1011.41,-90.84,28.02
81,TC192614,Oscar,A,1,1926-10-05 06:00:00,1926-10-06 00:00:00,1926-10-04 12:00:00,1926-10-04 12:00:00,1926-09-25 12:00:00,995.73,-85.14,18.24,995.73,-85.14,18.24,999.98,-82.59,20.61,1004.27,-80.25,24.75,1005.36,-80.67,14.74
82,TC192702,Torie,A,1,1927-06-18 18:00:00,1927-06-19 18:00:00,1927-06-17 18:00:00,1927-06-17 18:00:00,1927-06-13 18:00:00,990.8,-71.9,33.49,990.8,-71.9,33.49,992.01,-63.54,35.77,1000.0,-51.97,41.79,1002.83,-87.67,28.7
83,TC192711,Jaime,A,1,1927-10-12 18:00:00,1927-10-13 12:00:00,1927-10-11 00:00:00,1927-10-11 00:00:00,1927-10-01 12:00:00,927.87,-61.25,31.66,927.87,-61.25,31.66,947.71,-55.05,43.98,973.08,-42.05,48.15,1005.14,-37.53,15.49
84,TC192802,Olivia,A,1,1928-05-04 06:00:00,1928-05-05 12:00:00,1928-04-29 00:00:00,1928-04-29 00:00:00,1928-04-28 18:00:00,986.44,-70.0,38.36,986.44,-70.0,38.36,998.69,-66.0,39.34,1002.84,-62.76,45.59,988.32,-66.92,38.24
85,TC192806,Zoe,A,1,1928-09-20 00:00:00,1928-09-22 00:00:00,1928-09-19 18:00:00,1928-09-19 18:00:00,1928-09-14 18:00:00,943.64,-69.89,31.95,943.64,-69.89,31.95,961.66,-68.26,33.44,990.37,-52.0,49.5,1010.02,-76.99,26.53
86,TC192807,Alice,A,1,1928-10-30 12:00:00,1928-10-31 00:00:00,1928-10-26 18:00:00,1928-10-26 18:00:00,1928-10-26 06:00:00,943.62,-48.59,44.82,943.62,-48.59,44.82,980.76,-27.22,48.98,984.58,-23.75,51.25,980.39,-53.86,39.46
87,TC192809,Candy,A,3,1928-11-16 18:00:00,1928-11-16 18:00:00,1928-11-18 06:00:00,1928-11-13 18:00:00,1928-11-13 12:00:00,977.43,1.0,53.75,1001.21,-42.08,26.67,1002.28,-31.1,42.08,1002.28,-31.1,42.08,1002.4,-41.08,26.47
88,TC192901,Dylan,A,1,1929-08-11 18:00:00,1929-08-13 12:00:00,1929-08-12 12:00:00,1929-08-11 12:00:00,1929-08-08 12:00:00,992.39,-54.79,43.02,1002.34,-66.17,38.63,999.19,-64.2,39.24,997.55,-43.75,47.25,1014.31,-76.6,33.74
89,TC192904,Ivy,A,1,1929-09-09 18:00:00,1929-09-10 00:00:00,1929-09-07 12:00:00,1929-09-07 12:00:00,1929-08-29 00:00:00,969.41,-71.89,36.82,969.41,-71.89,36.82,991.36,-69.25,44.34,992.59,-68.35,46.88,1012.37,-77.0,31.47
90,TC192906,Kiley,A,1,1929-10-12 12:00:00,1929-10-14 12:00:00,1929-10-10 06:00:00,1929-10-10 06:00:00,1929-10-03 12:00:00,954.47,-56.03,23.07,954.47,-56.03,23.07,975.1,-50.44,25.1,995.75,-32.77,34.87,1002.49,-15.79,12.61
91,TC192907,Luigi,A,1,1929-10-17 18:00:00,1929-10-18 18:00:00,1929-10-17 18:00:00,1929-10-17 12:00:00,1929-10-12 18:00:00,980.42,-80.16,31.55,987.17,-79.87,30.36,980.42,-80.16,31.55,1000.94,-81.44,34.09,1006.17,-71.12,31.91
