,Code,Name,ABC,Trans Type,ET Begin Time,ET Complete Time,Peak Time,Trop Peak Time,Genesis Time,Peak SLP,Peak Lon,Peak Lat,Trop Peak SLP,Trop Peak Lon,Trop Peak Lat,ET Begin SLP,ET Begin Lon,ET Begin Lat,ET Complete SLP,ET Complete Lon,ET Complete Lat,Genesis SLP,Genesis Lon,Genesis Lat
18,TC210407,Tiffany,A,0,2104-11-17 06:00:00,,2104-11-09 06:00:00,2104-11-09 06:00:00,2104-11-08 18:00:00,984.97,-31.13,32.18,984.97,-31.13,32.18,1016.83,-25.25,44.5,,,,987.9,-31.03,30.76
19,TC210502,Andy,A,3,2105-02-22 12:00:00,2105-02-22 12:00:00,2105-02-19 06:00:00,2105-02-19 06:00:00,2105-02-18 06:00:00,963.17,-42.91,37.92,963.17,-42.91,37.92,1005.2,-15.75,37.5,1005.2,-15.75,37.5,982.06,-55.81,36.86
20,TC210503,Bonnie,A,0,2105-02-27 18:00:00,,2105-02-27 00:00:00,2105-02-27 00:00:00,2105-02-24 12:00:00,956.81,-35.38,35.67,956.81,-35.38,35.67,961.68,-29.59,39.76,,,,981.25,-50.94,30.39
21,TC210506,Erik,A,0,2105-09-04 12:00:00,,2105-08-31 18:00:00,2105-08-31 18:00:00,2105-08-23 18:00:00,902.62,-78.25,28.44,902.62,-78.25,28.44,935.76,-70.86,35.32,,,,1008.53,-27.27,7.47
22,TC210507,Gloria,A,0,2105-10-04 18:00:00,,2105-09-27 18:00:00,2105-09-27 18:00:00,2105-09-19 12:00:00,925.26,-48.56,34.91,925.26,-48.56,34.91,977.52,-38.56,44.26,,,,1008.38,-32.11,13.79
23,TC210508,Hubert,A,1,2105-10-09 00:00:00,2105-10-11 00:00:00,2105-10-14 00:00:00,2105-10-04 18:00:00,2105-10-02 00:00:00,983.63,-36.25,56.25,1003.71,-79.32,27.63,1005.83,-77.77,32.36,999.94,-65.18,35.56,1010.38,-76.74,23.67
24,TC210602,Lily,A,-1,,,2106-08-17 12:00:00,2106-08-17 12:00:00,2106-08-13 18:00:00,987.67,-95.01,19.07,987.67,-95.01,19.07,,,,,,,1009.82,-69.12,18.33
25,TC210604,Noelle,A,-1,,,2106-12-26 12:00:00,2106-12-26 12:00:00,2106-12-26 00:00:00,950.31,-53.03,43.64,950.31,-53.03,43.64,,,,,,,954.46,-60.98,40.27
26,TC210701,Quinn,A,1,2107-09-25 00:00:00,2107-09-25 12:00:00,2107-09-26 18:00:00,2107-09-23 18:00:00,2107-09-21 06:00:00,999.22,-66.0,40.75,1000.41,-77.22,32.06,1008.73,-75.85,34.95,1006.06,-74.73,36.4,1011.14,-66.91,27.01
27,TC210703,Thomas,A,0,2107-10-11 06:00:00,,2107-10-12 06:00:00,2107-10-10 18:00:00,2107-10-06 00:00:00,980.51,-32.0,54.5,994.7,-42.91,45.19,991.48,-37.38,48.09,,,,1016.78,-59.64,31.83
28,TC210802,Ana,A,1,2108-04-12 00:00:00,2108-04-15 06:00:00,2108-04-14 06:00:00,2108-04-11 00:00:00,2108-04-09 12:00:00,976.7,-52.92,38.54,990.66,-68.83,28.3,994.09,-65.33,26.15,985.21,-40.02,47.29,993.48,-72.7,25.16
29,TC210803,Bryan,A,3,2108-10-11 06:00:00,2108-10-11 06:00:00,2108-10-05 18:00:00,2108-10-05 18:00:00,2108-09-30 12:00:00,946.47,-31.96,35.06,946.47,-31.96,35.06,1000.82,-36.27,46.14,1000.82,-36.27,46.14,1009.31,-54.49,27.62
30,TC210805,Dominic,A,1,2108-10-21 12:00:00,2108-10-23 00:00:00,2108-10-23 00:00:00,2108-10-15 12:00:00,2108-10-15 18:00:00,977.04,-29.75,56.0,994.82,-49.74,40.13,995.99,-31.45,42.91,977.04,-29.75,56.0,997.71,-48.08,37.89
31,TC210806,Esther,A,1,2108-11-11 06:00:00,2108-11-12 00:00:00,2108-11-10 18:00:00,2108-11-10 18:00:00,2108-11-02 18:00:00,957.55,-34.21,38.14,957.55,-34.21,38.14,966.57,-31.84,44.42,978.85,-22.88,49.5,1007.77,-49.67,30.88
32,TC210808,Helena,A,0,2108-12-15 00:00:00,,2108-12-12 12:00:00,2108-12-12 12:00:00,2108-12-08 18:00:00,963.77,-58.92,34.77,963.77,-58.92,34.77,991.67,-49.47,35.97,,,,1005.89,-67.99,26.76
33,TC210901,John,A,-1,,,2109-02-19 18:00:00,2109-02-19 18:00:00,2109-02-15 00:00:00,959.78,-26.92,49.0,959.78,-26.92,49.0,,,,,,,1007.38,-44.18,28.68
34,TC210905,Nathan,A,0,2109-10-03 12:00:00,,2109-10-02 12:00:00,2109-10-02 12:00:00,2109-09-25 06:00:00,913.84,-65.84,28.28,913.84,-65.84,28.28,925.56,-61.0,34.16,,,,1007.13,-29.45,12.77
35,TC210908,Tatiana,A,2,2109-11-11 06:00:00,2109-11-11 12:00:00,2109-11-13 12:00:00,2109-11-07 06:00:00,2109-11-06 12:00:00,983.91,-15.5,41.75,989.34,-24.1,41.4,991.37,-35.0,37.03,991.73,-33.07,37.15,1004.59,-22.32,39.52
36,TC211001,Carson,A,1,2110-08-30 12:00:00,2110-08-31 12:00:00,2110-08-27 00:00:00,2110-08-27 00:00:00,2110-08-18 06:00:00,920.65,-67.41,30.05,920.65,-67.41,30.05,938.26,-56.41,43.25,977.4,-38.13,47.96,1007.4,-31.22,15.15
37,TC211003,Erling,A,1,2110-09-27 00:00:00,2110-09-28 12:00:00,2110-09-26 18:00:00,2110-09-26 18:00:00,2110-09-23 12:00:00,987.95,-66.53,37.79,987.95,-66.53,37.79,989.1,-64.44,38.22,1012.07,-51.5,42.0,1011.55,-77.17,31.14
38,TC211004,Greta,A,0,2110-11-13 18:00:00,,2110-11-10 00:00:00,2110-11-10 00:00:00,2110-11-07 18:00:00,988.23,-75.13,33.26,988.23,-75.13,33.26,1008.17,-59.5,35.0,,,,1005.34,-78.07,29.78
39,TC211005,Hendrik,A,3,2110-11-29 06:00:00,2110-11-29 06:00:00,2110-11-30 06:00:00,2110-11-26 00:00:00,2110-11-25 06:00:00,989.8,-27.0,56.25,998.03,-45.21,36.07,998.31,-35.18,40.29,998.31,-35.18,40.29,1005.23,-49.84,35.77
40,TC211201,Kevin,A,-1,,,2112-01-10 18:00:00,2112-01-10 18:00:00,2112-01-08 18:00:00,986.01,-32.65,39.18,986.01,-32.65,39.18,,,,,,,995.79,-43.08,32.06
41,TC211202,Laura,A,0,2112-01-14 12:00:00,,2112-01-12 06:00:00,2112-01-12 06:00:00,2112-01-11 18:00:00,987.41,-27.8,34.06,987.41,-27.8,34.06,1002.92,-20.75,34.5,,,,989.32,-28.31,33.56
42,TC211204,Naomi,A,0,2112-04-13 06:00:00,,2112-04-10 18:00:00,2112-04-10 18:00:00,2112-04-09 18:00:00,976.36,-34.62,35.13,976.36,-34.62,35.13,990.4,-17.78,34.95,,,,995.6,-43.61,29.86
43,TC211205,Rocco,A,0,2112-09-06 00:00:00,,2112-09-05 00:00:00,2112-09-05 00:00:00,2112-08-28 18:00:00,916.5,-61.04,32.4,916.5,-61.04,32.4,942.37,-56.1,36.65,,,,1009.5,-28.42,13.97
44,TC211206,Shirley,A,0,2112-10-15 12:00:00,,2112-10-16 12:00:00,2112-10-13 18:00:00,2112-09-30 18:00:00,970.75,-60.4,42.26,981.02,-74.1,22.15,983.49,-61.45,36.17,,,,1008.83,-92.6,21.62
45,TC211207,Timothy,A,3,2112-11-06 12:00:00,2112-11-06 12:00:00,2112-11-03 18:00:00,2112-11-03 18:00:00,2112-10-30 12:00:00,947.91,-38.89,41.46,947.91,-38.89,41.46,987.15,-24.87,48.77,987.15,-24.87,48.77,1008.96,-48.58,30.53
46,TC211208,Wendy,A,1,2112-11-03 18:00:00,2112-11-07 12:00:00,2112-11-07 00:00:00,2112-11-03 06:00:00,2112-11-01 06:00:00,953.16,-58.56,43.49,997.6,-71.21,32.31,1002.08,-70.14,33.9,962.48,-61.3,46.97,1010.88,-78.24,27.63
47,TC211210,Benjamin,A,-1,,,2112-12-27 06:00:00,2112-12-27 06:00:00,2112-12-24 18:00:00,982.02,-62.23,36.43,982.02,-62.23,36.43,,,,,,,1001.23,-75.7,34.35
48,TC211301,Carmen,A,0,2113-01-15 06:00:00,,2113-01-14 12:00:00,2113-01-14 12:00:00,2113-01-11 06:00:00,937.29,-42.81,41.44,937.29,-42.81,41.44,940.9,-36.61,39.57,,,,964.69,-71.7,35.74
49,TC211305,Hazel,A,1,2113-06-19 00:00:00,2113-06-19 18:00:00,2113-06-18 00:00:00,2113-06-18 00:00:00,2113-06-10 12:00:00,959.56,-71.9,33.49,959.56,-71.9,33.49,968.89,-67.21,38.58,980.91,-60.91,44.87,1003.72,-78.75,13.35
50,TC211307,Kelly,A,3,2113-09-24 12:00:00,2113-09-24 12:00:00,2113-09-22 12:00:00,2113-09-22 12:00:00,2113-09-11 18:00:00,963.15,-92.17,28.24,963.15,-92.17,28.24,1002.15,-91.41,34.53,1002.15,-91.41,34.53,1009.79,-95.66,18.36
51,TC211308,Luca,A,1,2113-09-21 00:00:00,2113-09-25 06:00:00,2113-09-18 00:00:00,2113-09-18 00:00:00,2113-09-12 18:00:00,911.77,-43.93,21.91,911.77,-43.93,21.91,956.55,-44.48,31.57,977.74,-48.83,53.69,1006.52,-29.2,14.42
52,TC211309,Mary,A,0,2113-11-07 12:00:00,,2113-11-10 00:00:00,2113-11-04 06:00:00,2113-10-31 00:00:00,943.59,-66.64,44.07,951.74,-93.41,21.77,950.39,-89.47,25.49,,,,1002.14,-89.7,26.27
53,TC211310,Nabil,A,1,2113-11-07 12:00:00,2113-11-07 18:00:00,2113-11-09 18:00:00,2113-11-07 06:00:00,2113-11-04 00:00:00,983.16,6.75,55.25,1006.06,-26.35,39.11,1007.17,-24.45,39.38,1004.1,-22.03,40.33,1011.02,-37.37,28.33
54,TC211401,Rosalina,A,-1,,,2114-02-05 06:00:00,2114-02-05 06:00:00,2114-02-03 18:00:00,988.21,-53.5,27.91,988.21,-53.5,27.91,,,,,,,1000.66,-51.94,27.31
55,TC211402,Skyler,A,-1,,,2114-02-17 18:00:00,2114-02-17 18:00:00,2114-02-14 06:00:00,997.36,-43.58,31.67,997.36,-43.58,31.67,,,,,,,1002.08,-49.38,34.6
56,TC211403,Tracy,A,2,2114-02-25 00:00:00,2114-02-25 06:00:00,2114-02-22 18:00:00,2114-02-22 18:00:00,2114-02-21 00:00:00,999.96,-33.9,36.77,999.96,-33.9,36.77,1011.72,-37.25,36.67,1011.03,-35.89,36.81,1007.97,-38.22,35.46
57,TC211405,Alberto,A,1,2114-08-26 00:00:00,2114-08-28 00:00:00,2114-08-25 00:00:00,2114-08-25 00:00:00,2114-08-13 12:00:00,915.17,-63.64,32.17,915.17,-63.64,32.17,928.16,-60.6,37.45,973.34,-46.87,49.91,1005.95,-20.82,14.53
58,TC211406,Blaise,A,0,2114-09-09 06:00:00,,2114-09-05 12:00:00,2114-09-05 12:00:00,2114-08-26 06:00:00,941.97,-77.79,28.77,941.97,-77.79,28.77,985.18,-72.54,35.48,,,,1008.36,-29.55,14.83
59,TC211407,Carlos,A,0,2114-09-09 18:00:00,,2114-09-08 00:00:00,2114-09-08 00:00:00,2114-09-02 06:00:00,906.75,-63.69,23.32,906.75,-63.69,23.32,956.56,-65.8,33.67,,,,1006.93,-29.24,9.73
60,TC211408,Daisy,A,0,2114-09-12 12:00:00,,2114-09-13 00:00:00,2114-09-11 18:00:00,2114-09-10 12:00:00,976.31,-44.03,46.44,980.82,-51.91,39.73,982.1,-47.24,42.86,,,,997.69,-65.83,34.31
61,TC211409,Frederick,A,0,2114-09-26 12:00:00,,2114-09-19 18:00:00,2114-09-19 18:00:00,2114-09-15 12:00:00,932.01,-43.09,20.64,932.01,-43.09,20.64,1002.25,-36.25,32.25,,,,1008.04,-24.92,13.64
62,TC211410,Gwyneth,A,1,2114-10-19 00:00:00,2114-10-20 12:00:00,2114-10-19 06:00:00,2114-10-18 18:00:00,2114-10-16 18:00:00,984.05,-59.43,40.09,997.38,-59.77,37.36,991.13,-59.51,38.81,1001.32,-49.25,48.25,1009.46,-58.96,30.83
63,TC211501,Ian,A,1,2115-10-27 00:00:00,2115-10-27 06:00:00,2115-10-25 18:00:00,2115-10-25 18:00:00,2115-10-24 00:00:00,972.5,-59.47,34.9,972.5,-59.47,34.9,988.68,-47.67,43.95,989.62,-43.51,46.89,997.17,-61.9,29.32
64,TC211502,Jessica,A,3,2115-10-31 00:00:00,2115-10-31 00:00:00,2115-10-25 18:00:00,2115-10-25 18:00:00,2115-10-26 00:00:00,994.35,-18.21,39.89,994.35,-18.21,39.89,1002.02,-19.5,34.25,1002.02,-19.5,34.25,996.22,-19.22,38.61
65,TC211503,Kyle,A,1,2115-12-12 06:00:00,2115-12-12 12:00:00,2115-12-08 06:00:00,2115-12-08 06:00:00,2115-12-03 06:00:00,962.97,-56.8,35.5,962.97,-56.8,35.5,990.05,-46.73,44.22,990.27,-41.24,46.11,1002.28,-58.25,25.62
66,TC211504,Lorraine,A,0,2115-12-24 00:00:00,,2115-12-22 06:00:00,2115-12-22 06:00:00,2115-12-20 06:00:00,988.42,-57.14,35.58,988.42,-57.14,35.58,1007.17,-55.5,33.5,,,,1006.86,-63.59,33.89
67,TC211604,Sofiee,A,-1,,,2116-11-18 06:00:00,2116-11-18 06:00:00,2116-11-16 18:00:00,944.85,-33.39,43.79,944.85,-33.39,43.79,,,,,,,976.55,-45.38,38.16
68,TC211605,Travis,A,1,2116-11-27 06:00:00,2116-11-28 00:00:00,2116-11-25 06:00:00,2116-11-25 06:00:00,2116-11-21 18:00:00,978.89,-59.9,37.53,978.89,-59.9,37.53,990.06,-59.01,32.97,994.9,-53.74,31.62,992.69,-61.82,38.62
69,TC211606,Yan,A,1,2116-12-04 18:00:00,2116-12-06 00:00:00,2116-11-30 18:00:00,2116-11-30 18:00:00,2116-11-27 00:00:00,944.73,-31.01,37.59,944.73,-31.01,37.59,976.27,-20.89,39.81,977.52,-2.56,46.87,980.71,-40.29,40.16
70,TC211704,Flavia,A,0,2117-01-31 06:00:00,,2117-02-01 18:00:00,2117-01-30 18:00:00,2117-01-23 00:00:00,955.78,-24.6,35.86,962.93,-32.96,32.11,966.01,-31.13,32.18,,,,994.33,-44.13,35.42
71,TC211706,Ivanka,A,1,2117-02-21 06:00:00,2117-02-22 12:00:00,2117-02-19 06:00:00,2117-02-19 06:00:00,2117-02-18 18:00:00,953.71,-39.12,39.92,953.71,-39.12,39.92,972.15,-39.24,34.62,990.34,-29.0,32.25,954.85,-40.25,38.12
72,TC211707,Justin,A,1,2117-03-03 12:00:00,2117-03-05 12:00:00,2117-03-04 06:00:00,2117-03-02 00:00:00,2117-03-01 18:00:00,967.34,-35.89,36.81,971.42,-56.67,35.32,977.28,-44.83,32.24,973.71,-17.37,41.96,972.17,-57.38,36.33
73,TC211708,Kyan,A,-1,,,2117-09-05 06:00:00,2117-09-05 06:00:00,2117-08-27 12:00:00,995.62,-49.65,28.76,995.62,-49.65,28.76,,,,,,,1009.8,-30.3,16.08
74,TC211802,Melody,A,0,2118-05-18 06:00:00,,2118-05-18 18:00:00,2118-05-18 00:00:00,2118-05-13 00:00:00,967.3,-69.07,38.89,991.42,-80.53,34.25,985.92,-77.02,35.38,,,,1012.86,-89.06,28.39
75,TC211803,Oscar,A,1,2118-06-14 12:00:00,2118-06-15 12:00:00,2118-06-10 18:00:00,2118-06-10 18:00:00,2118-06-07 12:00:00,992.24,-67.27,33.5,992.24,-67.27,33.5,1009.79,-48.61,44.92,1013.34,-38.75,46.5,1010.38,-80.97,33.91
76,TC211804,Rachel,A,1,2118-08-16 18:00:00,2118-08-17 00:00:00,2118-08-14 12:00:00,2118-08-14 12:00:00,2118-08-09 12:00:00,872.72,-93.81,27.86,872.72,-93.81,27.86,996.93,-95.87,41.87,997.64,-94.51,42.59,1009.71,-56.74,18.45
77,TC211805,Savio,A,-1,,,2118-08-22 00:00:00,2118-08-22 00:00:00,2118-08-15 00:00:00,998.55,-59.14,34.43,998.55,-59.14,34.43,,,,,,,1006.03,-25.86,17.02
78,TC211806,Torie,A,-1,,,2118-09-03 06:00:00,2118-09-03 06:00:00,2118-09-03 06:00:00,992.23,-26.23,14.84,992.23,-26.23,14.84,,,,,,,992.23,-26.23,14.84
79,TC211807,Yoshi,A,-1,,,2118-09-06 12:00:00,2118-09-06 12:00:00,2118-09-03 12:00:00,989.12,-96.89,21.69,989.12,-96.89,21.69,,,,,,,1006.22,-95.83,23.2
80,TC211901,Brenda,A,-1,,,2119-03-19 06:00:00,2119-03-19 06:00:00,2119-03-17 06:00:00,994.68,-54.79,27.31,994.68,-54.79,27.31,,,,,,,1008.19,-62.49,24.0
81,TC211903,Doris,A,-1,,,2119-08-17 06:00:00,2119-08-17 06:00:00,2119-08-15 12:00:00,999.19,-36.21,16.26,999.19,-36.21,16.26,,,,,,,1010.21,-23.16,11.03
82,TC212003,Inaki,A,-1,,,2120-08-07 06:00:00,2120-08-07 06:00:00,2120-08-04 06:00:00,979.5,-96.12,26.05,979.5,-96.12,26.05,,,,,,,1011.24,-84.69,25.19
83,TC212005,Kelechi,A,1,2120-09-08 06:00:00,2120-09-09 00:00:00,2120-09-04 18:00:00,2120-09-04 18:00:00,2120-08-31 00:00:00,974.96,-91.02,28.07,974.96,-91.02,28.07,993.08,-77.4,41.04,993.69,-70.75,46.0,1005.09,-94.12,22.3
84,TC212006,Laurel,A,0,2120-09-18 18:00:00,,2120-09-16 12:00:00,2120-09-16 12:00:00,2120-09-08 18:00:00,950.59,-30.97,32.42,950.59,-30.97,32.42,966.02,-33.39,43.79,,,,1002.15,-16.26,14.14
85,TC212007,Micah,A,-1,,,2120-09-15 00:00:00,2120-09-15 00:00:00,2120-09-12 00:00:00,993.76,-86.55,29.51,993.76,-86.55,29.51,,,,,,,1007.97,-92.36,27.88
86,TC212101,Ruben,A,1,2121-02-07 00:00:00,2121-02-08 06:00:00,2121-02-07 12:00:00,2121-02-06 18:00:00,2121-02-05 06:00:00,978.31,-45.29,41.52,984.77,-39.56,41.3,984.04,-40.7,42.31,981.74,-39.0,41.11,987.25,-38.83,31.69
87,TC212106,Bruce,A,2,2121-10-22 00:00:00,2121-10-23 00:00:00,2121-10-22 18:00:00,2121-10-18 12:00:00,2121-10-17 18:00:00,994.94,-59.51,39.2,999.42,-75.81,29.51,1006.0,-55.4,39.46,1001.34,-58.76,37.81,1002.85,-80.58,27.61
88,TC212107,Candy,A,0,2121-11-06 06:00:00,,2121-11-02 18:00:00,2121-11-02 18:00:00,2121-10-30 00:00:00,990.41,-67.58,24.82,990.41,-67.58,24.82,1004.95,-63.25,39.25,,,,1001.14,-76.81,28.8
89,TC212108,Dylan,A,0,2121-12-01 00:00:00,,2121-11-30 18:00:00,2121-11-30 18:00:00,2121-11-27 06:00:00,945.23,-64.11,23.96,945.23,-64.11,23.96,963.64,-63.81,23.5,,,,995.18,-49.24,24.57
90,TC212201,Giovanni,A,1,2122-02-13 00:00:00,2122-02-13 12:00:00,2122-02-12 06:00:00,2122-02-12 06:00:00,2122-02-03 00:00:00,981.6,-29.66,39.24,981.6,-29.66,39.24,992.51,-24.99,37.98,988.93,-18.77,38.14,1009.29,-39.79,33.67
91,TC212203,Jack,A,0,2122-04-24 12:00:00,,2122-04-22 00:00:00,2122-04-22 00:00:00,2122-04-19 18:00:00,992.3,-93.18,27.47,992.3,-93.18,27.47,1008.64,-88.01,27.68,,,,1007.92,-94.68,25.53
92,TC212206,Michelle,A,-1,,,2122-09-15 18:00:00,2122-09-15 18:00:00,2122-09-12 00:00:00,989.8,-36.57,14.52,989.8,-36.57,14.52,,,,,,,1010.25,-17.35,9.42
93,TC212207,Ollie,A,0,2122-09-19 06:00:00,,2122-09-21 06:00:00,2122-09-18 18:00:00,2122-09-15 18:00:00,947.43,-52.12,40.47,982.65,-72.43,30.35,987.46,-70.58,31.53,,,,1000.27,-67.39,24.93
94,TC212208,Rosita,A,0,2122-11-16 12:00:00,,2122-11-17 18:00:00,2122-11-16 06:00:00,2122-11-12 00:00:00,969.31,-31.48,50.62,972.11,-42.75,47.47,972.57,-42.2,48.86,,,,992.04,-64.85,37.77
95,TC212209,Sergio,A,2,2122-12-17 12:00:00,2122-12-17 18:00:00,2122-12-14 06:00:00,2122-12-14 06:00:00,2122-12-12 18:00:00,985.93,-43.05,34.43,985.93,-43.05,34.43,1005.11,-20.57,43.29,1007.99,-17.5,44.0,1002.82,-51.77,28.68
96,TC212303,Alex,A,-1,,,2123-06-08 06:00:00,2123-06-08 06:00:00,2123-06-05 06:00:00,983.46,-81.12,17.02,983.46,-81.12,17.02,,,,,,,1003.21,-83.09,12.9
97,TC212305,Colin,A,-1,,,2123-09-11 18:00:00,2123-09-11 18:00:00,2123-09-08 18:00:00,988.66,-21.08,16.58,988.66,-21.08,16.58,,,,,,,1005.91,-10.24,13.93
98,TC212306,Dawn,A,0,2123-09-24 06:00:00,,2123-09-20 18:00:00,2123-09-20 18:00:00,2123-09-15 00:00:00,945.58,-55.27,40.35,945.58,-55.27,40.35,990.73,-22.02,50.32,,,,1017.9,-53.72,30.33
99,TC212307,Ernest,A,1,2123-10-06 00:00:00,2123-10-06 06:00:00,2123-10-03 18:00:00,2123-10-03 18:00:00,2123-09-19 00:00:00,945.6,-55.76,39.55,945.6,-55.76,39.55,1002.7,-44.3,42.14,1002.04,-41.99,43.7,1011.15,-25.57,9.13
100,TC212401,Grace,A,2,2124-05-07 18:00:00,2124-05-10 00:00:00,2124-05-10 00:00:00,2124-05-07 00:00:00,2124-05-05 06:00:00,993.57,-81.06,41.25,1005.92,-94.85,29.73,1007.47,-94.61,33.13,993.57,-81.06,41.25,1006.19,-91.32,27.3
101,TC212402,Harrison,A,1,2124-10-02 00:00:00,2124-10-07 00:00:00,2124-09-30 06:00:00,2124-09-30 06:00:00,2124-09-19 18:00:00,923.72,-55.92,22.89,923.72,-55.92,22.89,924.02,-53.05,25.97,988.26,-27.32,49.92,1012.25,-13.08,8.38
102,TC212502,Lydia,A,2,2125-09-13 06:00:00,2125-09-13 12:00:00,2125-09-05 18:00:00,2125-09-05 18:00:00,2125-09-01 12:00:00,993.58,-36.55,19.86,993.58,-36.55,19.86,1006.63,-55.77,42.05,1000.11,-53.47,40.43,1005.83,-20.45,11.95
103,TC212503,Mario,A,0,2125-11-11 18:00:00,,2125-11-13 12:00:00,2125-11-09 00:00:00,2125-11-07 12:00:00,976.15,-52.54,22.23,991.27,-76.33,19.94,990.42,-65.22,20.93,,,,1001.58,-82.19,16.83
104,TC212504,Nicole,A,3,2125-11-22 06:00:00,2125-11-22 06:00:00,2125-11-20 06:00:00,2125-11-20 06:00:00,2125-11-20 12:00:00,977.85,-61.7,40.19,977.85,-61.7,40.19,996.36,-49.66,37.86,996.36,-49.66,37.86,979.83,-58.75,40.62
